Age,Gender,Country,family_history,work_interfere,no_employees,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
28,Male,'United Kingdom',No,NA,'More than 1000','Dont know','Not sure',No,'Dont know','Dont know','Dont know',No,No,'Some of them',Yes,Yes,No,No,No
37,Male,'United Kingdom',Yes,Rarely,6-25,No,No,No,No,Yes,'Somewhat easy',Yes,No,'Some of them',No,Maybe,No,Yes,Yes
39,Male,Canada,No,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,'Very easy',Yes,No,'Some of them',No,Maybe,No,Yes,Yes
43,Male,'United States',No,Sometimes,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,No,No,No
32,Trans,'United Kingdom',No,Sometimes,'More than 1000','Dont know',No,Yes,Yes,'Dont know','Dont know',No,No,Yes,Yes,Yes,Yes,Yes,Yes
27,Female,'United States',No,NA,'More than 1000','Dont know','Not sure',No,Yes,'Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
31,Female,'United Kingdom',No,NA,6-25,'Dont know',No,No,No,'Dont know','Dont know',No,No,Yes,Maybe,Maybe,'Dont know',No,No
43,Male,'United Kingdom',No,Never,26-100,'Dont know',No,No,'Dont know','Dont know','Dont know',No,No,Yes,Yes,Yes,'Dont know',No,Yes
33,Male,'United States',No,Sometimes,6-25,No,Yes,No,No,Yes,'Somewhat difficult',No,No,Yes,Yes,Yes,'Dont know',No,Yes
34,Male,'United Kingdom',Yes,Sometimes,'More than 1000','Dont know','Not sure','Dont know','Dont know',Yes,'Very easy',No,No,'Some of them',No,Maybe,Yes,No,Yes
33,Male,'United States',No,NA,1-5,'Dont know',No,No,No,'Dont know','Dont know',No,No,Yes,No,Maybe,'Dont know',No,No
25,Male,'United States',No,NA,6-25,'Dont know',No,No,No,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
25,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,No,'Some of them',No,No,No,Yes,Yes
32,Male,'United Kingdom',Yes,NA,1-5,No,Yes,No,No,Yes,'Somewhat easy',No,No,No,No,Maybe,No,No,No
25,Male,'United States',Yes,Sometimes,26-100,Yes,Yes,'Dont know','Dont know',Yes,'Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
37,Male,Netherlands,No,NA,100-500,'Dont know',No,'Dont know','Dont know','Dont know','Somewhat easy',Maybe,No,Yes,No,No,'Dont know',No,No
39,Male,Switzerland,No,Never,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,'Some of them',No,Maybe,Yes,No,Yes
29,Male,'United Kingdom',No,Rarely,100-500,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,Maybe,'Dont know',Yes,No
33,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,'Dont know','Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
37,Female,'United States',No,Often,6-25,'Dont know','Not sure',No,No,Yes,'Somewhat difficult',Yes,No,'Some of them',No,Yes,No,Yes,Yes
35,Female,'United States',No,Sometimes,100-500,Yes,No,No,No,Yes,'Very difficult',Yes,Maybe,No,No,Yes,No,Yes,Yes
22,Female,'United States',Yes,Sometimes,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Very difficult',Yes,Maybe,'Some of them',No,Maybe,No,Yes,Yes
38,Male,'United States',No,Never,26-100,Yes,Yes,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,No,Yes,No
32,Female,'United States',Yes,Often,100-500,Yes,No,No,'Dont know','Dont know','Dont know',Yes,No,'Some of them',No,No,'Dont know',No,Yes
28,Male,Brazil,No,NA,26-100,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',Maybe,Yes,No,Yes,No
27,Male,Switzerland,Yes,NA,26-100,No,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Yes,No,No,No
35,Female,'United States',No,Sometimes,100-500,'Dont know',No,'Dont know','Dont know','Dont know','Very easy',Maybe,No,'Some of them',No,Maybe,Yes,No,Yes
29,Male,'United States',No,Never,100-500,Yes,Yes,Yes,No,Yes,'Very easy',Yes,Maybe,Yes,No,Maybe,'Dont know',No,No
23,Male,'United States',Yes,Sometimes,6-25,No,Yes,No,No,'Dont know','Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,Yes
39,Male,'United States',No,NA,26-100,Yes,No,No,No,'Dont know','Dont know',Yes,Maybe,No,No,No,'Dont know',No,No
30,Female,'United States',No,NA,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,No
32,Male,'United Kingdom',No,NA,26-100,'Dont know','Not sure',No,'Dont know','Dont know','Somewhat easy',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',No,No
28,Trans,'United States',No,Sometimes,26-100,No,Yes,No,No,'Dont know','Somewhat difficult',Yes,Maybe,'Some of them',No,No,No,Yes,Yes
40,Female,'United States',Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,No,'Some of them',No,No,'Dont know',Yes,Yes
36,Female,'United States',Yes,NA,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',No,No,No,No,Maybe,Yes,No,No
27,Male,'United States',No,NA,26-100,'Dont know','Not sure',No,'Dont know','Dont know','Very easy',No,No,Yes,Maybe,Maybe,Yes,No,No
41,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,No,Yes,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,No,No,No
29,Male,'United Kingdom',No,Never,6-25,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
29,Male,'United Kingdom',No,Sometimes,100-500,No,No,No,No,'Dont know','Somewhat difficult',No,No,'Some of them',No,Maybe,No,No,Yes
35,Male,'United States',No,Often,1-5,No,No,No,No,Yes,'Very difficult',Yes,No,'Some of them',No,Yes,No,Yes,Yes
28,Male,'United States',No,Never,6-25,No,Yes,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
36,Female,'United Kingdom',No,Sometimes,1-5,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
39,Female,'United States',No,Sometimes,26-100,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',Yes,No,No,No,Yes,'Dont know',No,No
39,Male,'United States',Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,'Very difficult',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
44,Male,'United States',Yes,Sometimes,1-5,No,Yes,No,No,No,'Very easy',Yes,Yes,'Some of them',No,No,Yes,No,Yes
26,Trans,Germany,No,Sometimes,6-25,No,'Not sure',Yes,Yes,Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,Yes
35,Male,Denmark,Yes,Often,1-5,No,Yes,Yes,No,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Yes,Yes,No,Yes
40,Female,'United States',Yes,Sometimes,100-500,Yes,'Not sure',Yes,'Dont know','Dont know','Dont know',Yes,Maybe,'Some of them',No,No,'Dont know',No,Yes
35,Male,Denmark,Yes,Often,1-5,No,Yes,Yes,No,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Yes,Yes,No,Yes
38,Male,'United States',No,Never,'More than 1000',No,Yes,No,No,No,'Very difficult',Yes,Yes,No,No,No,'Dont know',No,No
34,Male,'United States',No,NA,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,Maybe,Yes,No,No
43,Male,'United States',No,NA,'More than 1000',Yes,No,Yes,Yes,'Dont know','Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,No
48,Female,'United States',Yes,Often,26-100,'Dont know',No,No,No,No,'Very difficult',Yes,Yes,No,No,No,No,Yes,No
20,Male,'United States',No,Never,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,Yes,No,No
40,Male,'United States',No,Sometimes,1-5,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',Yes,Maybe,'Some of them',No,No,'Dont know',No,No
29,Female,'United Kingdom',No,Rarely,6-25,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
35,Male,'United States',Yes,Sometimes,1-5,No,Yes,No,No,Yes,'Dont know',No,No,'Some of them',No,No,Yes,No,Yes
29,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,No,Yes,Yes,'Very easy',Maybe,No,'Some of them',No,No,Yes,No,No
40,Male,'United States',No,Never,100-500,Yes,'Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
29,Male,Sweden,No,Rarely,6-25,No,Yes,No,No,Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,Yes
29,Female,'United States',Yes,Rarely,100-500,Yes,'Not sure','Dont know',No,'Dont know','Dont know',No,No,Yes,No,Maybe,'Dont know',No,Yes
34,Male,'United States',No,Sometimes,1-5,No,No,No,No,'Dont know','Dont know',Yes,No,No,No,Yes,'Dont know',No,Yes
44,Male,'United Kingdom',Yes,Sometimes,500-1000,'Dont know',No,No,No,'Dont know','Somewhat difficult',Maybe,No,'Some of them',No,Maybe,No,Yes,Yes
24,Female,'United States',Yes,Often,6-25,Yes,Yes,No,No,Yes,'Very easy',No,No,'Some of them',No,Yes,No,Yes,Yes
47,Female,'United States',No,NA,100-500,'Dont know',No,No,'Dont know','Dont know','Very difficult',Yes,Yes,No,No,No,No,No,No
43,Male,'United Kingdom',Yes,NA,'More than 1000','Dont know',No,No,No,'Dont know','Very easy',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
36,Male,'United States',No,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat difficult',No,No,'Some of them',No,No,No,No,No
43,Male,'United States',No,Sometimes,'More than 1000','Dont know',No,No,'Dont know','Dont know','Very difficult',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
36,Male,'United Kingdom',No,Sometimes,6-25,No,No,No,No,'Dont know','Somewhat difficult',No,No,Yes,No,Maybe,'Dont know',Yes,No
31,Female,'United States',Yes,Sometimes,100-500,Yes,Yes,No,No,'Dont know','Somewhat difficult',No,No,Yes,Maybe,Maybe,'Dont know',No,Yes
35,Male,'United States',No,Sometimes,'More than 1000','Dont know','Not sure',Yes,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
33,Male,'United States',Yes,NA,26-100,Yes,No,No,No,Yes,'Somewhat difficult',No,No,'Some of them',No,No,'Dont know',No,No
37,Male,Italy,No,Sometimes,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Yes,Yes,'Some of them',No,No,No,No,No
34,Male,'United States',No,Sometimes,100-500,'Dont know',No,Yes,'Dont know',Yes,'Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
36,Male,Netherlands,No,Sometimes,1-5,No,No,No,No,'Dont know','Very easy',No,No,Yes,No,No,Yes,No,Yes
40,Male,'United States',Yes,Sometimes,1-5,No,Yes,No,No,Yes,'Very easy',No,No,Yes,No,No,Yes,No,Yes
40,Male,'United States',No,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,No
42,Male,'United States',No,Sometimes,1-5,No,Yes,No,No,'Dont know','Somewhat easy',Maybe,No,No,No,Maybe,'Dont know',No,Yes
23,Male,'United States',Yes,NA,26-100,Yes,Yes,No,'Dont know',Yes,'Dont know',Maybe,No,No,No,No,'Dont know',No,No
21,Male,'United Kingdom',Yes,Never,6-25,No,No,No,No,Yes,'Somewhat easy',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
26,Male,Canada,No,Sometimes,6-25,No,No,No,No,'Dont know','Very difficult',Yes,Maybe,'Some of them',No,Maybe,'Dont know',No,No
31,Male,'United States',Yes,NA,6-25,'Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
25,Male,'United States',Yes,NA,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',Maybe,Yes,Yes,No,No
51,Male,'United States',No,Never,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,Yes,No,No,Yes,No,No
24,Male,'United States',No,NA,6-25,'Dont know','Not sure','Dont know',No,Yes,'Somewhat easy',No,No,'Some of them',No,Maybe,'Dont know',No,No
33,Male,'United States',No,NA,100-500,No,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,No,No,No
32,Male,'United Kingdom',Yes,Rarely,6-25,No,No,No,No,No,'Dont know',Yes,Maybe,'Some of them',No,No,No,No,Yes
32,Male,'United Kingdom',Yes,Rarely,6-25,No,No,No,No,No,'Dont know',Yes,Maybe,'Some of them',No,No,No,No,Yes
26,Male,'United Kingdom',No,Rarely,1-5,No,'Not sure','Dont know','Dont know','Dont know','Somewhat difficult',No,No,Yes,Maybe,Maybe,Yes,No,Yes
23,Male,'United States',No,Never,100-500,'Dont know',No,'Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',Maybe,Maybe,'Dont know',No,No
33,Male,'United States',Yes,Often,6-25,No,Yes,No,No,'Dont know','Very difficult',Yes,No,'Some of them',No,Maybe,No,No,Yes
46,Male,'United States',No,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Yes,Maybe,No,No,Maybe,Yes,No,Yes
34,Male,'United Kingdom',No,NA,6-25,No,No,No,No,No,'Somewhat difficult',Yes,Maybe,No,No,Yes,No,Yes,No
35,Male,'United States',Yes,Sometimes,6-25,Yes,Yes,No,No,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
39,Male,'United States',No,NA,1-5,No,Yes,No,No,'Dont know','Very difficult',Maybe,Maybe,'Some of them',Maybe,Maybe,No,No,No
32,Male,Germany,No,Sometimes,1-5,No,Yes,No,No,Yes,'Somewhat easy',No,No,'Some of them',Maybe,Maybe,No,No,No
43,Male,Mexico,No,NA,'More than 1000','Dont know',No,No,'Dont know','Dont know','Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,No
56,Male,'United States',No,Rarely,'More than 1000',Yes,Yes,'Dont know',Yes,Yes,'Somewhat easy',No,No,Yes,Yes,Yes,Yes,No,Yes
32,Female,'United Kingdom',Yes,Sometimes,100-500,'Dont know',No,No,No,'Dont know','Somewhat difficult',Maybe,No,'Some of them',No,Yes,'Dont know',Yes,Yes
41,Male,'United Kingdom',No,NA,26-100,Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,Maybe,'Some of them',No,Yes,No,Yes,No
39,Male,'United States',No,NA,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
37,Male,'United States',Yes,NA,500-1000,Yes,Yes,No,No,Yes,'Very easy',Maybe,No,No,No,No,No,No,No
30,Male,'United States',Yes,Sometimes,6-25,'Dont know','Not sure',No,'Dont know','Dont know','Very difficult',Yes,No,No,No,Maybe,'Dont know',No,Yes
31,Male,'United States',No,NA,26-100,Yes,No,Yes,No,Yes,'Somewhat easy',Maybe,No,'Some of them',No,Maybe,No,No,No
29,Male,'United States',No,NA,'More than 1000','Dont know','Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,No
23,Female,'United Kingdom',Yes,Never,'More than 1000',No,No,No,Yes,'Dont know','Somewhat easy',Yes,Maybe,No,No,Maybe,'Dont know',No,No
31,Male,'United States',No,Never,26-100,Yes,Yes,No,'Dont know',Yes,'Very easy',Maybe,No,No,No,No,'Dont know',No,Yes
29,Male,'United States',Yes,Sometimes,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,Yes,No,Yes
30,Male,'United States',No,Never,26-100,Yes,Yes,'Dont know','Dont know',Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
37,Male,'United States',No,Never,500-1000,Yes,No,Yes,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,Yes,Yes,No
36,Male,'United States',No,Never,1-5,Yes,No,No,'Dont know','Dont know','Somewhat difficult',No,No,'Some of them',Yes,Yes,Yes,No,No
35,Male,'United States',Yes,Sometimes,26-100,Yes,Yes,No,'Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,Maybe,No,No,Yes
41,Male,'United States',Yes,Never,500-1000,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,No,No,No,'Dont know',No,No
31,Male,'United Kingdom',No,Rarely,6-25,'Dont know','Not sure',No,No,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,Yes
38,Male,'United Kingdom',Yes,NA,500-1000,Yes,Yes,Yes,Yes,'Dont know','Somewhat easy',No,No,'Some of them',No,Maybe,No,No,No
26,Male,India,No,NA,100-500,No,No,No,No,Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,No
39,Male,'United States',Yes,Sometimes,'More than 1000',Yes,No,Yes,Yes,'Dont know','Dont know',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',Yes,No
42,Male,'United States',Yes,Sometimes,6-25,Yes,'Not sure','Dont know',Yes,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,Maybe,'Dont know',No,No
32,Male,'United States',Yes,Rarely,1-5,No,Yes,No,No,'Dont know','Very difficult',Yes,No,'Some of them',No,Maybe,'Dont know',No,Yes
29,Male,'United States',Yes,NA,100-500,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
30,Male,'United States',Yes,Never,100-500,Yes,No,'Dont know',Yes,'Dont know','Very difficult',Yes,Yes,'Some of them',Maybe,Maybe,No,No,No
40,Male,'United States',Yes,Often,500-1000,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,Yes,'Dont know',No,Yes
51,Male,'United States',No,NA,100-500,'Dont know','Not sure',No,'Dont know','Dont know','Somewhat difficult',No,No,'Some of them',No,No,'Dont know',No,No
33,Male,'United States',No,Never,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,'Some of them',No,No,Yes,No,No
34,Male,Germany,No,Sometimes,1-5,No,'Not sure',No,No,Yes,'Somewhat difficult',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
50,Male,'United States',No,Never,1-5,No,Yes,No,No,Yes,'Somewhat easy',No,No,'Some of them',No,Maybe,Yes,No,No
24,Male,'United States',No,Sometimes,26-100,'Dont know',No,No,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',No,Maybe,No,No,No
25,Male,'United States',Yes,Rarely,26-100,No,No,No,No,'Dont know','Dont know',Yes,Maybe,No,No,Maybe,No,No,Yes
43,Male,'United Kingdom',Yes,Rarely,26-100,No,No,No,No,'Dont know','Very difficult',Yes,Yes,'Some of them',No,No,No,Yes,Yes
25,Female,'United States',No,Often,1-5,Yes,Yes,Yes,Yes,Yes,'Very easy',Maybe,Maybe,'Some of them',No,No,Yes,Yes,Yes
24,Male,'United Kingdom',No,NA,1-5,No,Yes,No,No,Yes,'Very easy',No,No,No,No,Maybe,Yes,No,No
51,Male,'United States',No,Never,1-5,No,Yes,No,No,Yes,'Somewhat difficult',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
49,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,No,Yes,Yes,'Somewhat difficult',Yes,Maybe,No,No,Maybe,No,Yes,Yes
30,Male,'United States',No,NA,'More than 1000',Yes,No,Yes,Yes,'Dont know','Dont know',Yes,Maybe,No,No,No,'Dont know',No,No
25,Female,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,No,'Dont know','Dont know',Yes,Yes,No,No,No,No,No,Yes
36,Male,'United States',No,Rarely,500-1000,Yes,Yes,'Dont know','Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,Yes
48,Male,'United States',No,Never,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,Maybe,Yes,No,Maybe,Yes,Yes,Yes
48,Male,Australia,No,Sometimes,6-25,No,No,No,No,'Dont know','Somewhat easy',Yes,No,'Some of them',No,Maybe,No,Yes,Yes
53,Male,'United States',No,Rarely,6-25,Yes,Yes,No,Yes,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
24,Female,'United Kingdom',Yes,Often,6-25,No,No,No,No,'Dont know','Very easy',No,No,Yes,No,No,'Dont know',No,Yes
33,Male,'United States',Yes,Sometimes,26-100,'Dont know',Yes,No,Yes,'Dont know','Somewhat easy',No,No,Yes,No,No,'Dont know',No,Yes
25,Female,Canada,Yes,Sometimes,6-25,Yes,Yes,No,No,Yes,'Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,Yes
30,Male,'United Kingdom',No,Sometimes,26-100,No,No,No,No,'Dont know','Somewhat difficult',Yes,Maybe,'Some of them',No,Maybe,No,No,Yes
30,Male,'United States',No,Never,1-5,No,Yes,No,No,Yes,'Somewhat easy',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',No,No
34,Male,'United Kingdom',No,Sometimes,1-5,No,No,No,No,Yes,'Somewhat difficult',No,No,'Some of them',No,No,Yes,No,Yes
31,Male,'United States',No,NA,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',Maybe,Yes,Yes,No,No
22,Female,'United States',Yes,Often,'More than 1000','Dont know','Not sure',No,'Dont know','Dont know','Dont know',Yes,Yes,No,No,No,'Dont know',No,Yes
28,Male,'United States',Yes,Sometimes,6-25,'Dont know','Not sure',No,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',No,Yes,'Dont know',No,No
35,Male,'United States',Yes,Rarely,26-100,Yes,Yes,No,Yes,Yes,'Somewhat difficult',Maybe,No,'Some of them',No,No,No,No,Yes
28,Male,'United States',Yes,Sometimes,26-100,Yes,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,Yes,No,Yes
42,Male,'New Zealand',No,Sometimes,'More than 1000',No,Yes,'Dont know',No,Yes,'Somewhat difficult',Yes,Maybe,'Some of them',No,Yes,No,Yes,Yes
33,Male,'United States',Yes,NA,500-1000,Yes,No,'Dont know','Dont know','Dont know','Very easy',No,No,Yes,Yes,Yes,Yes,No,No
29,Male,'United States',No,Sometimes,'More than 1000',Yes,No,Yes,No,'Dont know','Dont know',Yes,Maybe,No,No,No,'Dont know',No,No
43,Male,'United States',Yes,Sometimes,500-1000,Yes,'Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,No,No,No
29,Male,'United States',No,NA,26-100,Yes,Yes,Yes,Yes,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
25,Male,'United States',No,NA,100-500,Yes,No,No,No,Yes,'Dont know',No,No,Yes,Maybe,Maybe,'Dont know',No,No
31,Male,'United States',Yes,Never,100-500,'Dont know',No,'Dont know','Dont know','Dont know','Very easy',No,No,'Some of them',No,No,'Dont know',No,No
35,Female,'United States',Yes,Sometimes,6-25,Yes,'Not sure',Yes,Yes,Yes,'Somewhat difficult',Maybe,Maybe,'Some of them',No,Maybe,Yes,No,Yes
34,Male,'United States',No,Often,1-5,'Dont know',No,No,Yes,'Dont know','Very easy',No,No,'Some of them',No,Maybe,Yes,No,No
43,Male,'United States',No,Sometimes,100-500,Yes,Yes,No,Yes,Yes,'Very difficult',Yes,Maybe,'Some of them',No,Maybe,No,Yes,Yes
38,Male,'United States',Yes,Sometimes,100-500,No,'Not sure',No,No,'Dont know','Very difficult',Yes,Yes,No,No,Maybe,No,No,Yes
26,Male,'United States',Yes,Sometimes,'More than 1000','Dont know','Not sure',No,Yes,Yes,'Very difficult',Maybe,No,'Some of them',Yes,Yes,No,Yes,Yes
38,Male,'United Kingdom',Yes,Rarely,1-5,No,No,No,No,Yes,'Very difficult',Maybe,No,No,No,No,No,No,Yes
42,Male,'United States',No,Often,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,Maybe,'Dont know',No,Yes
33,Male,Netherlands,Yes,NA,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',No,No,Yes,Maybe,Maybe,Yes,Yes,Yes
32,Male,'United States',No,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
44,Male,'United States',Yes,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,'Somewhat difficult',Maybe,Maybe,'Some of them',No,Maybe,No,No,Yes
28,Male,'United States',Yes,Rarely,'More than 1000',Yes,Yes,'Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,No,No,Yes
40,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very difficult',Yes,No,'Some of them',No,Maybe,'Dont know',Yes,Yes
31,Female,'United States',Yes,Sometimes,500-1000,Yes,Yes,No,'Dont know',Yes,'Somewhat easy',Maybe,No,'Some of them',No,No,Yes,No,Yes
32,Male,'United States',Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,'Dont know','Dont know',Yes,No,'Some of them',No,No,'Dont know',No,No
28,Male,'United States',Yes,Sometimes,'More than 1000','Dont know',No,'Dont know','Dont know','Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,No,No,Yes
39,Male,'United States',Yes,Often,26-100,Yes,Yes,No,No,Yes,'Dont know',Yes,No,'Some of them',No,No,No,No,Yes
45,Male,'United States',No,NA,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Dont know',No,No,'Some of them',No,No,Yes,No,No
43,Male,'United States',No,Rarely,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Somewhat easy',No,No,Yes,Maybe,Yes,Yes,No,Yes
35,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,'Dont know',Yes,'Dont know','Very difficult',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
40,Male,'United States',Yes,Sometimes,6-25,Yes,Yes,'Dont know','Dont know',Yes,'Very easy',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
34,Male,Netherlands,No,Rarely,26-100,No,Yes,No,No,Yes,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,Yes
24,Male,'United Kingdom',Yes,Often,26-100,'Dont know',Yes,No,No,No,'Somewhat easy',Yes,Maybe,'Some of them',No,Maybe,No,Yes,Yes
61,Male,'South Africa',No,Sometimes,1-5,No,No,No,No,'Dont know','Very difficult',Yes,Maybe,'Some of them',No,Maybe,No,Yes,Yes
36,Female,'United States',Yes,Rarely,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Yes,Maybe,'Some of them',No,No,'Dont know',No,Yes
38,Male,'United States',No,NA,6-25,No,No,No,No,Yes,'Dont know',Maybe,No,'Some of them',Maybe,Maybe,'Dont know',No,No
33,Male,Germany,Yes,Often,26-100,'Dont know','Not sure',Yes,No,Yes,'Somewhat easy',No,No,'Some of them',Yes,Yes,Yes,No,Yes
30,Male,'United States',Yes,Never,'More than 1000','Dont know',No,No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,No,No,No,No
34,Male,Netherlands,Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,Yes,No,Maybe,Yes,No,Yes
